token	jbo	rafsi	en	description	jbo description
zazo					
zaza	zdani	zda	nest		$x_{1}$ is a nest/house/lair/den/[home] of/for $x_{2}$.
zavw					
zave					
zavo					
zava	zbani		bay		$x_{1}$ is a bay in/of coast/shoreline $x_{2}$.
zarw	satre	sa'e	stroke	$nは$aを撫でる (愛撫する)	$x_{1}$ (agent) strokes/rubs/pets $x_{2}$ with $x_{3}$.
zare	zargu	zag za'u	buttock arse		$x_{1}$ is a/the buttock(s)/arse/rear/seat [body-part] of $x_{2}$; [metaphor: rounded surface, support].
zaro	zarci	zac zai	market shop		$x_{1}$ is a market/store/exchange/shop(s) selling/trading (for) $x_{2}$, operated by/with participants $x_{3}$.
zara	zalvi	zal	grind		$x_{1}$ [individual or mass of hard surfaces] grinds/pulverizes/crushes $x_{2}$ into powder $x_{3}$.
vige					
vini	vindu	vid	poison		$x_{1}$ is poisonous/venomous/toxic/a toxin to $x_{2}$.
viny	vibna	vib	vagina	$nは膣	$x_{1}$ is a/the vagina [body-part] of $x_{2}$.
vine	vinpa		sign		$x_1$ is a deliberately placed sign meaning $x_2$ to $x_3$ ($x_2$ being relevant to $x_3$'s situation when perceiving $x_1$)
vimi	vinta		addict		$x_1$ (user/consumer) is an addict of/is addicted to substance/entity/experience $x_2$ by standard $x_3$
vimy					
vime	vikmi	vim vi'i	excrete		$x_{1}$ [body] excretes waste $x_{2}$ from source $x_{3}$ via means/route $x_{4}$.
vixe					
vili	vilco		willing voluntary		$x_1$ is willing to do/be $x_2$ (property)
vily	vimcu	vic vi'u	delete remove		$x_{1}$ removes/subtracts/deducts/takes away $x_{2}$ from $x_{3}$ with/leaving result/remnant/remainder $x_{4}$.
vile	vitci	vit	irregular		$x_{1}$ is irregular/occasional/intermittent in property/action/aspect $x_{2}$.
vise	vitke	vi'e	attend guest		$x_{1}$ is a guest/visitor of $x_{2}$ at place/event $x_{3}$; $x_{1}$ visits $x_{2}$/$x_{3}$.
vifi	vipsi	vip	deputy		$x_{1}$ is a deputy/vice/subordinate in aspect [or organization principle] $x_{2}$ (ka) to principal $x_{3}$.
vify	viska	vis vi'a	see	$nは$a (光) を見る	$x_{1}$ sees/views/perceives visually $x_{2}$ under conditions $x_{3}$.
vife	vifne	vif	fresh	$nは新鮮	(adjective:) $x_{1}$ is fresh/unspoiled.
vihe					
viji	vinji	vij	airplane		$x_{1}$ is an airplane/aircraft [flying vehicle] for carrying passengers/cargo $x_{2}$, propelled by $x_{3}$.
vijy					
vije	virnu	vri	brave		$x_{1}$ is brave/valiant/courageous in activity $x_{2}$ (event) by standard $x_{3}$.
vize	vidni		video		$x_{1}$ is a video monitor/CRT/screen [machine] serving function $x_{2}$.
vivi	vidvi		video content		$x_1$ is the video/(possibly changing) visual content to/of recording/broadcast $x_2$ displayed/produced by medium/device $x_3$
vivy					
vive					
viri	vitno	vi'o	permanent		$x_{1}$ is permanent/lasting/[eternal] in property $x_{2}$ (ka) by standard $x_{3}$ [time-span/expectant one].
viry	viknu	vik	viscous		$x_{1}$ is thick/viscous under conditions $x_{2}$.
vire	vidru	vir	virus	$nは ゐるす	$x_{1}$ is a virus of species/breed/defining property $x_{2}$ capable of infecting [at] $x_{3}$.
vyni	vlina		alternation		$x_{1}$ is a logical alternation/disjunction, stating that $x_{2}$ (du'u) and/or $x_{3}$ (du'u) is/are true.
vymi					
vyli	critu		autumn	$nは$a (惑星) の秋 (冷える季節)	$x_{1}$ is autumn/fall [harvest/cooling season] of year $x_{2}$ at location $x_{3}$.
vyfi					
vyji					
vyvi					
vyri	vlile	vil	violent		$x_{1}$ is an event/state/act of violence.
vwga			shun	$nは$aを避く	
vwna					
vwma			spine	$nは脊椎	
vwxa					
vwla					
vwsa					
vwfa					
vwha					
vwja					
vwza					
vwva					
vwra	vlagi	lag	vulva		$x_{1}$ is a/the vulva [body-part] of $x_{2}$.
vege					
vega					
veni	vente		ventral part	$nは腹	$x_1$ is the ventral part of body $x_2$
vene	vetno		Vietnam Vietnamese		$x_1$ reflects Vietnamese culture/language/ethnicity in aspect $x_2$
venq	vecnu	ven ve'u	sell	販賣者$nは商品$aを購買者$dへ賣る	$x_{1}$ [seller] sells/vends $x_{2}$ [goods/service/commodity] to buyer $x_{3}$ for amount/cost/expense $x_{4}$.
vena	vensa	ves	spring	$nは$a (惑星) の春 (暖まる季節)	$x_{1}$ is spring/springtime [warming season] of year $x_{2}$ at location $x_{3}$; (adjective:) $x_{1}$ is vernal.
vemi					
veme					
vemq					
vema					
vexe					
vexa					
veli					
vele					
velq					
vela					
vese			preejaculate	$nは尿道球腺液	
vesa					
vefi	venfu	vef	revenge		$x_{1}$ takes revenge on/retaliates against $x_{2}$ (person) for wrong $x_{3}$ (nu) with vengeance $x_{4}$ (nu).
vefe					
vefq					
vefa					
vehe					
veha					
veji	vreji	rej vei	record		$x_{1}$ is a record of $x_{2}$ (data/facts/du'u) about $x_{3}$ (object/event) preserved in medium $x_{4}$.
veje			clause	$nは節	
vejq					
veja					
veze					
veza					
vevi					
veve					
vevq					
veva					
veri	vrici		assorted diverse		$x_{1}$ (set/mass/ind.) is miscellaneous/various/assorted in property $x_{2}$ (ka).
vere	vedli		remember experience remember		$x_1$ remembers experience $x_2$ (li'i)
verq	vepre		non-binary child		$x_1$ is a non-binary child/kid/juvenile [a young person] of age $x_2$ immature by standard $x_3$.
vera	verba	ver ve'a	child kid		$x_{1}$ is a child/kid/juvenile [a young person] of age $x_{2}$, immature by standard $x_{3}$.
vqge					
vqne					
vqme					
vqxe					
vqle					
vqse			gray	$nは無彩色を呈する (彩度=最小)	
vqfe					
vqhe					
vqje					
vqze					
vqve					
vqre	vlipa	vli	powerful		$x_{1}$ has the power to bring about $x_{2}$ under conditions $x_{3}$; $x_{1}$ is powerful in aspect $x_{2}$ under $x_{3}$.
vogu					
vogo					
voga					
vonu	vujnu		minus subtract		$x_1$ is the subtraction-difference of $x_2$ and $x_3$ (and $x_4$ etc.); $x_1 = x_2 - x_3$ [ $- x_4$ etc.]
vono					
vona	vukna		confuses misidentifies		$x_1$ confuses $x_2$ with $x_3$; $x_1$ misidentifies $x_2$ as $x_3$
vomu	vrude	vud vu'e	virtue virtuous	$nは善良	$x_{1}$ is virtuous/saintly/[fine/moral/nice/holy/morally good] by standard $x_{2}$.
vomo					
voma					
voxu					
voxo	vukro	vur vu'o	Ukrainian		$x_{1}$ reflects Ukrainian language/culture/nationality in aspect $x_{2}$.
voxa					
vola					
vosu					
voso					
vosa	voksa	vok vo'a	voice		$x_{1}$ is a voice/speech sound of individual $x_{2}$.
vofo					
vofa					
vohu	vrusi	vus vu'i	taste	$nは$a (化學物質) を味はふ	$x_{1}$ (ka) is a taste/flavor of/emitted by $x_{2}$; $x_{2}$ tastes of/like $x_{1}$.
voho					
voha					
voja					
vozu					
vozo					
voza					
vovo	volve		return		$x_1$ returns to $x_2$ from $x_3$; $x_1$ moves/gives back to $x_2$ from $x_3$.
vova					
voru	vofli	vol voi	flight	$nは$aを飛翔する	$x_{1}$ flies [in air/atmosphere] using lifting/propulsion means $x_{2}$.
voro	vubla		weak nuclear force		$x1$ pertains/is related to/reflects (the) weak nuclear force [fundamental interaction] in manner/with properties/in state/with realization $x2$, coupling to $x3$ in manner/with strength $x4$
vora	vorme	vor vro	door		$x_{1}$ is a doorway/gateway/access way between $x_{2}$ and $x_{3}$ of structure $x_{4}$.
vagw					
vage					
vago					
vaga					
vanw	vajni	vaj vai	important	$nは$aを氣に掛ける (關心=有)	$x_{1}$ (object/event) is important/significant to $x_{2}$ (person/event) in aspect/for reason $x_{3}$ (nu/ka).
vane	vanbi	vab	environment		$x_{1}$ (ind./mass) is part of an environment/surroundings/context/ambience of $x_{2}$.
vano	vanju	van	wine		$x_{1}$ is made of/contains/is a quantity of wine from fruit/grapes $x_{2}$.
vana	vanci	vac	evening	$nは$a (惑星) の昏	$x_{1}$ is an evening [from end-of-work until sleep typical for locale] of day $x_{2}$ at location $x_{3}$.
vamw					
vame					
vamo					
vama	vamtu	vat	vomit	$nは$aを嘔吐する	$x_{1}$ vomits/regurgitates $x_{2}$; $x_{1}$ throws $x_{2}$ up; [violent] digestive expulsion.
vaxw					
vaxe					
vaxo					
vaxa	vasxu	vax va'u	breathe		$x_{1}$ breathes/respires $x_{2}$ [gas].
vale					
vala	vatcu		hesitate hesitant		$x_1$ hesitates/vacillates/is unsure about doing/being $x_2$ (ka).
vasw	valsi	val vla	word	$nは單詞	$x_{1}$ is a word meaning/causing $x_{2}$ in language $x_{3}$; (adjective: $x_{1}$ is lexical/verbal).
vase					
vaso					
vasa	vasru	vas vau	contain include	$nは$aを內側に持つ (密度=有)	$x_{1}$ contains/holds/encloses/includes contents $x_{2}$ within; $x_{1}$ is a vessel containing $x_{2}$.
vafw					
vafe					
vafo					
vafa					
vahw					
vahe					
vaho					
vaha					
vaje					
vaja	vamji	vam va'i	value worth		$x_{1}$ (ni) is the equivalent value/worth of $x_{2}$ [item(s) of value] to $x_{3}$ for use/appreciation $x_{4}$.
vazw					
vaze					
vazo					
vaza					
vavw					
vave					
vavo					
vava					
varw					
vare	vreta	vre	reclining	$nは$aに寢る (臥す)	$x_{1}$ lies/rests/reclines/reposes on $x_{2}$; $x_{1}$ is reclining/recumbent/lying on $x_{2}$.
varo	vacri	var	air		$x_{1}$ is a quantity of air/normally-gaseous atmosphere of planet $x_{2}$, of composition including $x_{3}$.
vara	vraga	vra	lever		$x_{1}$ is a lever [tool] [of apparatus] for doing $x_{2}$ [function/action], with fulcrum $x_{3}$ and arm $x_{4}$.
rige	ligma		bofa ligma		$x_1$ plays a joke on $x_2$ using homophonous word $x_3$ (default ligma) with intended meaning $x_4$ (ligma balls)
rini	rinka	rik ri'a	cause		$x_{1}$ (event/state) effects/physically causes effect $x_{2}$ (event/state) under conditions $x_{3}$.
riny	linga		language		$x_1$ is the ISO-named language of people $x_2$ with ISO-name $x_3$, according to rule/specification $x_4$
rine	rijno	rij	silver silvery		$x_{1}$ is made of/contains/is a quantity of silver/argentum (Ag); [metaphor: valuable, tarnishing].
rimi	rimni	rim	rhyme		$x_{1}$ rhymes/alliterates with $x_{2}$ in language/phonetics $x_{3}$, matching sound correspondence $x_{4}$ (ka).
rimy	ribga		logical semi-independence regardless statement		$x_1$ is a logical statement that $x_2$ (du'u) is true regardless of/irrespective of/independent of/whether or not $x_3$ being/is true.
rime	linme		slime		$x_1$ is a quantity of slime/goop/goo of material/composition including $x_2$.
rixe	rirci		rare special		$x_{1}$ [member] is rare/unusual/uncommon/atypical in property $x_{2}$ (ka) among members of $x_{3}$ (set).
rili	rinci		drain		$x_{1}$ liquid/fluid drains/strains/flushes from source $x_{2}$ through drain/strainer $x_{3}$ by force $x_{4}$.
rily	licne		clit clitoris		$x_1$ is a/the clitoris of $x_2$
rile	lince				$x_1$ is a lynx of species $x_2$
rise	rinsa		greet	$nは$aへ挨拶する	$x_{1}$ (agent) greets/hails/[welcomes/says hello to]/responds to arrival of $x_{2}$ in manner $x_{3}$ (action).
rifi	lifri	lif fri	experience face		$x_{1}$ [person/passive/state] undergoes/experiences $x_{2}$ (event/experience); $x_{2}$ happens to $x_{1}$.
rify	risna		heart	$nは心臟	$x_{1}$ is a/the heart [body-part] of $x_{2}$; [emotional/shape metaphors are NOT culturally neutral].
rife	ricfu	rif cfu	rich		$x_{1}$ is rich/wealthy in goods/possessions/property/aspect $x_{2}$.
rihe	libjo	lib	Libyan		$x_{1}$ reflects Libyan culture/nationality in aspect $x_{2}$.
riji	linji	lij li'i	line	$nは線 (曲線, 直線)	$x_{1}$ is a line/among lines [1-dimensional shape/form] defined by set of points $x_{2}$.
rijy	rinju	ri'u	restrain		$x_{1}$ is restrained/held [back]/constrained/kept by restraint $x_{2}$ against $x_{3}$ (event).
rije	litru	li'u	travel		$x_{1}$ travels/journeys/goes/moves via route $x_{2}$ using means/vehicle $x_{3}$; $x_{1}$ is a traveller.
rize	rindo		Native American Indian		$x_1$ is Native American/Indian in aspect $x_2$
rivi	livla	lil	fuel		$x_{1}$ is a fuel/energy-source for powering $x_{2}$.
rivy	limfa		lymph	$nは りんぱ	$x_1$ is a lymph of body $x_2$
rive	livga		liver	$nは肝臟	$x_{1}$ is a/the liver [body-part] of $x_{2}$.
riri	rirni	rir	parent		$x_{1}$ is a parent of/raises/rears $x_{2}$; $x_{1}$ mentors/acts parental toward child/protege $x_{2}$.
riry	linto	li'o	lightweight		$x_{1}$ is light in mass/weight by standard $x_{2}$.
rire	rikro				$x_1$ invites $x_2$ to listen to Rick Astley song $x_3$.
ryni	rigni	rig	disgusting		$x_{1}$ is repugnant to/causes disgust to $x_{2}$ under conditions $x_{3}$.
rymi	rismi	ris	rice		$x_{1}$ is a quantity of rice [a type of grain] of strain/cultivar $x_{2}$.
ryli	litce	lic	liter		$x_{1}$ is $x_{2}$ liter(s) [metric unit] in volume (default is 1) by standard $x_{3}$.
ryfi	slilu	sli	oscillate		$x_{1}$ oscillates at rate/frequency $x_{2}$ through set/sequence-of-states $x_{3}$ (complete specification).
ryji	ritli	ri'i	rite		$x_{1}$ is a rite/ceremony/ritual for purpose/goal $x_{2}$, by custom/in community $x_{3}$, with form/rules $x_{4}$.
ryvi	rivbi	riv	avoid escape		$x_{1}$ avoids/evades/shuns/escapes/skirts [fate] $x_{2}$ (event) through action/state $x_{3}$ (event).
ryri	sliri		sulfur		$x_{1}$ is a quantity of/contains/is made of sulfur/brimstone (S); [metaphor: foul odor, volcanic].
rwga					
rwna	rarna	rar	natural		$x_{1}$ is natural/spontaneous/instinctive, not [consciously] caused by person(s).
rwma	ratma		Muridae mouse		$x_1$ is a member of family Muridae of species/breed $x_2$
rwxa					
rwla	larcu	lar	art		$x_{1}$ (process) is an art [creative application] of craft/skill $x_{2}$ (idea/activity).
rwsa	lakse	lak	wax		$x_{1}$ is quantity of wax [substance especially soft/moldable when warm] from source $x_{2}$.
rwfa					
rwha					
rwja					
rwza					
rwva					
rwra	rakle		characteristic properties element type		$x_1$ is an atomic element in group $x_2$ [usually, vertical column; denotes electron configuration and, thereby, chemical similarity with vertical neighbors] and period $x_3$ [usually, horizontal row; denotes similarity in size with horizontal neighbors, as well as having the same number and type of electron shells as them] and belonging to other 'class'/'category'/'type'/having other properties $x_4$ according to scheme/organization pattern/standard/periodic table $x_5$.
rugu					
rugo	lusto		Middle East Near East		$x_1$ is/reflects/pertain to Middle Eastern/Near Eastern culture/geography/region/language/society/religion in aspect $x_2$
runu	jundi	jud ju'i	attentive follow		$x_{1}$ is attentive towards/attends/tends/pays attention to object/affair $x_{2}$.
runo	jukni	juk			$x_{1}$ is a spider/arachnid/crustacean/crab/lobster/non-insect arthropod of species/breed $x_{2}$.
rumu	lumci	lum lu'i	wash		$x_{1}$ (agent) washes/cleanses $x_{2}$ of soil/contaminant $x_{3}$ in/with cleaning material(s) $x_{4}$.
rumo	lunra	lur	lunar Moon		$x_{1}$ is Earth's moon (default); $x_{1}$ is a major natural satellite/moon of planet $x_{2}$.
ruxu	jukpa	jup	cook		$x_{1}$ cooks/prepares food-for-eating $x_{2}$ by recipe/method $x_{3}$ (process).
ruxo	rusko	ruk ru'o	Russian		$x_{1}$ reflects Russian culture/nationality/language in aspect $x_{2}$.
rusu	rutni	run	artifact		$x_{1}$ is an artifact; $x_{1}$ is artificial; $x_{1}$ is made/caused by people/se kulnu $x_{2}$; $x_{1}$ is man-made.
ruso	luksi		electric		$x_1$ is electric [adjective] producing electric field $x_2$.
rufo	lucpa		adopt		$x_1$ (person(s)) is/are adopted by $x_2$ (individual, family, tribe/clan, community, team, institution, etc.) into the latter's overarching family/clan/tribe/community/team/institution/etc. $x_4$ in(to) role/relation $x_3$ or an analog thereof via means/law/norm/socio-cultural or other mechanism $x_5$; $x_2$ adopts $x_1$ into $x_2$'s family11.
ruhu					
ruho	lujvo	luv jvo	affix compound		$x_{1}$ (text) is a compound predicate word with meaning $x_{2}$ and arguments $x_{3}$ built from metaphor $x_{4}$.
ruzu	luska		mollusc mollusk		$x_1$ is a mollusc of species $x_2$
ruzo	lunsa	lus	condense		$x_{1}$ condenses/liquefies on/into $x_{2}$ at temperature $x_{3}$, pressure $x_{4}$; $x_{1}$ is dew/condensate on $x_{2}$.
ruvo	lunbe	lub	bare naked		$x_{1}$ is bare/naked/nude; $x_{1}$ is without cover/clothes/[protection].
ruru	ruble	rub ble	weak		$x_{1}$ is weak/feeble/frail in property/quality/aspect $x_{2}$ (ka) by standard $x_{3}$.
ruro	jurme	jum	bacteria germ		$x_{1}$ is a bacterium/germ/microbe/protozoan/amoeba [1-celled life] of species/defining property $x_{2}$.
rege					
rega	lenga		human-usable language speakable language		$x_1$ is a speakable language used by persons $x_2$
reni	renro	rer re'o	throw		$x_{1}$ throws/launches/casts/hurls $x_{2}$ to/at/in direction $x_{3}$ (propulsion derives internally to $x_{1}$).
rene	lanli	lal	analyze examine		$x_{1}$ analyzes/examines-in-detail $x_{2}$ by method/technique/system $x_{3}$ [process/activity].
renq	lakne	la'e	probable likely		$x_{1}$ (event/state/property) is probable/likely under conditions $x_{2}$.
rena	lenku	lek	cold	$nは冷たい (寒い, 涼しい) (温度=小)	$x_{1}$ is cold/cool by standard $x_{2}$.
remi	remna	rem re'a	human	$nは人 (人屬)	$x_{1}$ is a human/human being/man (non-specific gender-free sense); (adjective:) $x_{1}$ is human.
reme					
remq	latmo	la'o	Latin		$x_{1}$ reflects Latin/Roman/Romance culture/empire/language in aspect $x_{2}$.
rema	limna	lim	swim	$nは$a (流體) を泳ぐ	$x_{1}$ (agent) swims in fluid $x_{2}$.
rexe	lelxe		lily		$x_1$ is a lily [Lilium] of species/strain $x_2$
rexa	litki	lik	liquid	$nは液體	$x_{1}$ is liquid/fluid, of composition/material including $x_{2}$, under conditions $x_{3}$.
reli	lanci		flag		$x_{1}$ is a flag/banner/standard of/symbolizing $x_{2}$ with pattern(s) $x_{3}$ on material $x_{4}$.
rele	rectu	rec re'u	meat	$nは筋肉	$x_{1}$ is a quantity of/contains meat/flesh from source/animal $x_{2}$.
relq	lacni		eyeglasses eyewear		$x_1$ is an eyewear used/worn by $x_2$ serving purpose $x_3$.
rela	ractu		rabbit bunny	$nは兔 (兔形目)	$x_{1}$ is a rabbit/hare/[doe] of species/breed $x_{2}$.
rese	lisri	lis	story		$x_1$ is a story/tale/yarn/narrative about plot/subject/moral $x_2$ by storyteller $x_3$ to audience $x_4$.
resa	rexsa		dinosaur		$x_1$ is a dinosaur [specific: only clade Dinosauria] of type $x_2$ living in era $x_3$.
refi	clafi		Schlafli Schläfli symbol		$x_1$ is a regular polyhedra/polygon/polytope with the Schläfli symbol $x_2$; $x_1$ is a regular polygon with $x_2$ number of sides.
refe					
refq	lerfu	ler le'u	letteral letter		$x_{1}$ (la'e zo BY/word-bu) is a letter/digit/symbol in alphabet/character-set $x_{2}$ representing $x_{3}$.
refa					
rehe			dative	$nは與格	
reha					
reji	letci				$x_1$ is a lychee (Litchi chinensis) of variety $x_2$
